"LAName","Region","AB","C1","C2","DE","ConVote","LabVote","LDVote","UKIPVote","GreenVote","Leave"
"Leicester","East Midlands",0.13887490687982,0.289880604828156,0.180391406769082,0.390853081522943,0.229592630628948,0.567251734976504,0.037866056701833,0.109482463511032,0.0457395823608129,0.4892
"Lewes","South East",0.251846780296206,0.32791611113113,0.223018990306656,0.197218118266008,0.385627171004652,0.160354078436232,0.289633459920421,0.105438932728949,0.0582883821183655,0.4793
"Lewisham","London",0.260020449897751,0.351094069529652,0.154846625766871,0.234038854805726,0.197581940773003,0.563279681101396,0.0600284055122046,0.0683206198361198,0.0907068315160185,0.3014
"Lichfield","West Midlands",0.283281244513116,0.307651789163184,0.210204726621484,0.198862239702216,0.543010066717766,0.208690552359497,0.0487355810480234,0.161722637552596,0.0359006231148273,0.5881
"Lincoln","East Midlands",0.154655581176318,0.296482738462538,0.214413302588419,0.334448377772726,0.426363869205157,0.395564757107487,0.0425168616067617,0.122107914283275,NA,0.5694
"Liverpool","North West",0.15997605970112,0.323667853290856,0.164321473325894,0.35203461368213,0.0892665087924265,0.722952293540435,0.0385181589820526,0.0803887474205919,0.0530793211304974,0.4181
"Luton","East",0.153556527933245,0.302398154743733,0.211950069536312,0.33209524778671,0.302819313795862,0.484050062831709,0.0519531379241905,0.123284017713599,0.0259225441379145,0.5655
"Maidstone","South East",0.242473049005712,0.333548082291801,0.217046772323154,0.206932096379333,0.491674842673023,0.128729788404953,0.168231026423726,0.167460401244472,0.0323549181113513,0.5875
"Maldon","East",0.240602767351969,0.314268108229231,0.255111758444905,0.190017365973895,0.599377531038607,0.126888354043586,0.0483730531408934,0.14951871464966,0.0338286851067668,0.6258
"Malvern Hills","West Midlands",0.301633829889476,0.284046131667468,0.221864488226814,0.192455550216242,0.560850277264325,0.133900184842884,0.0969500924214418,0.143512014787431,0.0647874306839187,0.5216
"Manchester","North West",0.192705504453205,0.328439188202657,0.147250693531902,0.331604613812235,0.138323422365248,0.589679117896511,0.0900728654274181,0.100733900907666,0.0732822106192427,0.3964
"Mansfield","East Midlands",0.1312625250501,0.268354891601385,0.256452298536467,0.343930284812048,0.281567181573538,0.394189816286314,0.0347932956158752,0.251096560930646,0.0314877206365351,0.7086
"Medway","South East",0.165436616605062,0.319870322842091,0.25353357975268,0.261159480800167,0.468191894096632,0.227669464948328,0.0300966358932916,0.241717278984733,0.0263788520506442,0.6408
"Melton","East Midlands",0.236935828530726,0.287767920740789,0.242698957456453,0.232597293272033,0.556434628133985,0.153526363020347,0.080709851107082,0.15892899657528,0.0425800780176913,0.5811
"Mendip","South West",0.232157202002101,0.274083915219675,0.255082493975159,0.238676388803065,0.493167486034283,0.0696083424644037,0.265648997671727,0.102707845337047,0.0637972403911862,0.4893
"Merthyr Tydfil","Wales",0.113168143590901,0.266185020037252,0.230738838403793,0.389907997968053,0.122193564903946,0.511336548075824,0.0581323573405317,0.17945091087336,0.019338937295769,0.5644
"Merton","London",0.349606572370185,0.318652727186717,0.154753457274863,0.176987243168236,0.381375315292206,0.427365225941601,0.0802338506263093,0.072282074302082,0.0364242657432346,0.3706
"Mid Devon","South West",0.210757946210269,0.272193820849078,0.284729939986664,0.23231829295399,0.533256854268732,0.127606849182632,0.111365911828365,0.151805878268902,0.0735060291345948,0.5334
"Mid Suffolk","East",0.246975114674757,0.300754866905046,0.257449344457688,0.194820673962509,0.545566377908135,0.18139707636257,0.0607034002245401,0.14364352531453,0.0675306416029239,0.5523
"Mid Sussex","South East",0.317369341363901,0.352365455605207,0.189625024285992,0.1406401787449,0.568470276029131,0.132366979170451,0.109897590028673,0.125546367433335,0.0447132767024175,0.4691
"Middlesbrough","North East",0.115254789673394,0.266266266266266,0.209698070163186,0.408780873897153,0.247292543037329,0.508836043301252,0.0360739093220672,0.172725651084907,0.0350718532544448,0.6548
"Milton Keynes","South East",0.253712825221157,0.321095795233191,0.182880680901748,0.242310698643904,0.470203444757847,0.312240121398136,0.0504453836986994,0.125641926938212,0.0359307619104774,0.5141
"Mole Valley","South East",0.37173440511832,0.322929910183324,0.178074888241808,0.127260796456548,0.602682461931982,0.0941034273335878,0.135796646323488,0.114043122429469,0.0513687954810613,0.4692
"Monmouthshire","Wales",0.285509714374178,0.282065175323167,0.215109528601285,0.21731558170137,0.463523494589283,0.290001741681243,0.0544148112592947,0.116801678273278,0.0328879159364759,0.4956
"Neath Port Talbot","Wales",0.133242819354386,0.267819939605328,0.248226784334839,0.350710456705447,0.137391127035451,0.461504850126715,0.0374319088817035,0.161161117422587,0.0276151358909377,0.5684
"New Forest","South East",0.245931321111866,0.313231693516861,0.235993662942617,0.204843322428657,0.580639499468288,0.115128488390101,0.0817597076101882,0.170075472087717,0.0523968324437057,0.5776
"Newark & Sherwood","East Midlands",0.210648416657,0.279172949773808,0.238458415497042,0.271720218072149,0.52705865557458,0.26831314695194,0.0369240822856446,0.129587181276789,0.029781014614845,0.6039
"Newcastle-upon-Tyne","North East",0.201581027667984,0.333742983359352,0.160239589907109,0.304436399065555,0.201748351482407,0.49806204802094,0.0915787177637209,0.147410191446165,0.0559153677075119,0.493
"Newcastle-under-Lyme","West Midlands",0.189388081589121,0.290547926943074,0.233382215704573,0.286681775763232,0.382944479347505,0.362311188425185,0.0421403364741368,0.175553150896884,0.0284944105464689,0.6304
"Newham","London",0.165411566637849,0.298846521363243,0.184738590344451,0.351003321654457,0.137576962972127,0.729851641083715,0.021754232368699,0.0625410389882284,0.0375893341453898,0.4716
"Newport","Wales",0.176727288837694,0.299802848725162,0.205103781317148,0.318366081119996,0.304207690589157,0.410146129588741,0.0492293233564715,0.164980944814898,0.0290038542034129,0.5599
"North Devon","South West",0.177136856317744,0.27858830589206,0.278325769793347,0.26594906799685,0.427006880733945,0.0706995412844037,0.294438073394495,0.147534403669725,0.0576834862385321,0.5704
"North Dorset","South West",0.229636230212811,0.291277911730789,0.270154104203795,0.208931753852605,0.566207736255503,0.0896319190783928,0.116624519996254,0.170628453685492,0.0569073709843589,0.564
"North East Derbyshire","East Midlands",0.195735971345727,0.290260958553641,0.250315538120416,0.263687531980215,0.346577505824902,0.424238227656659,0.0403632189400079,0.167653014296198,NA,0.6278
"North East Lincolnshire","Yorkshire and The Humber",0.116356409146365,0.248455271754103,0.243161871777717,0.392026447321815,0.365498433335068,0.344054974772682,0.0397507317583184,0.217176032891235,0.0228369469645711,0.6987
"North Hertfordshire","East",0.329976801692712,0.310118030948071,0.181839039437122,0.178066127922094,0.553830638670538,0.205404181239091,0.0754399174434181,0.112214243942189,0.0526738695069227,0.4563
"North Kesteven","East Midlands",0.21798417087823,0.336702584151807,0.238390388099552,0.206922856870411,0.54727551032167,0.196604427860878,0.0549955488490039,0.153107420838907,NA,0.6226
"North Lincolnshire","Yorkshire and The Humber",0.156596528349203,0.249226127502841,0.264801535989969,0.329375808157988,0.424021234296869,0.345568461388009,0.0209649688502613,0.167228091748898,0.0227375140944786,0.663
"North Norfolk","East",0.175443765191132,0.271378065846652,0.285740590704869,0.267437578257347,0.340168110133306,0.115789504891565,0.343623321181117,0.168335000936347,0.0320840628576638,0.5891
"North Somerset","South West",0.248380271294307,0.318188528220185,0.215296799908147,0.218134400577362,0.508933216137191,0.161757583367715,0.116347068003659,0.152788490860495,0.0573842538611943,0.5217
"North Tyneside","North East",0.197038962591132,0.337142942512251,0.198398470180471,0.267419624716147,0.264651640365655,0.518198040134379,0.0365854874243617,0.14114820611486,0.0344820711174025,0.534
"North Warwickshire","West Midlands",0.18955732122588,0.297281228041727,0.259013026322901,0.254148424409491,0.427650327490882,0.358596079852501,0.0202405878368394,0.169905048263395,0.020178906255805,0.6688
"North West Leicestershire","East Midlands",0.220750939552527,0.288714832636718,0.247831126409329,0.242703101401426,0.49478156281524,0.274152246449911,0.0394389695041515,0.168852331807248,0.02277488942345,0.607
"Northampton","East Midlands",0.191241084165478,0.31734664764622,0.210042796005706,0.281369472182596,0.458151214713971,0.295494238028985,0.0435122093305862,0.16414631074222,0.0370744981079315,0.5838
"Norwich","East",0.205243638390465,0.311552725791584,0.18234827534461,0.300855360473342,0.297568533293539,0.374713045671364,0.107504267674116,0.107209085591438,0.109845355312384,0.4376
"Nottingham","East Midlands",0.14973050877574,0.31939152237863,0.176936289510572,0.353941679335058,0.24994518361297,0.519115570485103,0.0338019768981819,0.131059403422297,0.0605699150126736,0.5084
"Nuneaton & Bedworth","West Midlands",0.155453867708681,0.279570168898943,0.252165865446413,0.312810097945963,0.446849443952444,0.349106302486202,0.0204220336285928,0.15309019632884,0.0252165573438503,0.6601
"Oadby & Wigston","East Midlands",0.239067656765677,0.324257425742574,0.218853135313531,0.217821782178218,0.527434201749538,0.153284671532847,0.134112176249738,0.143679365744888,0.0414895847229898,0.5458
"Oldham","North West",0.144843036021601,0.277668981069373,0.226351551836686,0.35113643107234,0.224648028872307,0.472310643896868,0.0779455719693313,0.200842398120929,0.024253357140565,0.6086
"Oxford","South East",0.356696691259675,0.299868736703933,0.130018557914271,0.21341601412212,0.262371535601487,0.40827399102583,0.15239726533938,0.0683638543949044,0.0983138258056524,0.2973
"Pembrokeshire","Wales",0.159676604345629,0.265145135028915,0.284711695019931,0.290466565605525,0.416186728878193,0.283429159898809,0.0209563228449128,0.109231030111833,0.0343768167257857,0.5714
"Pendle","North West",0.149132614419158,0.248927038626609,0.251054928409132,0.3508854185451,0.47196724262059,0.349284557235421,0.0334548236141109,0.121827753779698,0.02346562275018,0.6315
"Peterborough","East",0.171641661003363,0.290867269590674,0.207486015996654,0.330005053409309,0.448903348890698,0.284013100451216,0.0455088705304042,0.176027288282159,0.0297185005575995,0.6089
"Plymouth","South West",0.158073959749629,0.330209826186014,0.2292531755656,0.282463038498757,0.424921526546232,0.310751439020418,0.0459553378503186,0.167664754252675,0.0485819334545862,0.5994
"Poole","South West",0.232792133546764,0.316556139949691,0.234278527326778,0.216373199176767,0.501158769395945,0.115084382088846,0.157364252453814,0.157359991833067,0.0443527955453776,0.5817
"Portsmouth","South East",0.189043279497128,0.34697284128846,0.198066107251346,0.265917771963067,0.41157939353671,0.217543216523662,0.139438442945024,0.163300608296198,0.052638814108806,0.5808
"Powys","Wales",0.183699533453228,0.258920426408111,0.311309198008705,0.246070842129955,0.429261970669576,0.104591245265538,0.287663149084475,0.0966059637976049,0.0342169545902245,0.5374
"Preston","North West",0.186548109657767,0.312399211610822,0.196940512452965,0.304112166278445,0.340336719014173,0.422786870524925,0.0436257260021315,0.14398721677586,0.0424957254256591,0.5331
"Purbeck","South West",0.21431469609673,0.305607400795261,0.26860342449079,0.21147447861722,0.498807455798737,0.148893186398616,0.173091391484541,0.13574945387417,0.0374222558667157,0.5907
"Reading","South East",0.313424055845327,0.299658810149418,0.171947919526256,0.214969214478999,0.467567778643092,0.334681653251232,0.0622683136613546,0.0847382667078339,0.0478934402798675,0.4197
"Redbridge","London",0.280732913381802,0.332890382428478,0.158887341400151,0.227489362789568,0.343953653085896,0.52256584463867,0.0269590308198011,0.0744105265333483,0.0302487481803921,0.4603
"Redcar & Cleveland","North East",0.133172202546186,0.26332918541208,0.250981142911841,0.352517469129894,0.238643499902963,0.43181855669935,0.129418104653363,0.171975664467398,0.0221307550988413,0.6619
"Redditch","West Midlands",0.178478374153205,0.289845901883421,0.244547011092087,0.287128712871287,0.471019093836455,0.311057190802304,0.030590956505964,0.16175336749966,0.0217696947707379,0.6229
"Reigate & Banstead","South East",0.32605680075929,0.349735951911611,0.182594728772724,0.141612518556375,0.570514748821171,0.129515916565237,0.100596737034128,0.138106017717017,0.0587174440889205,0.5049
"Rhondda Cynon Taf","Wales",0.138813440141185,0.28165285609894,0.237367122116671,0.342166581643205,0.127213114715532,0.467760529227724,0.059061954956846,0.142007423855737,0.0223598349591435,0.537
"Ribble Valley","North West",0.293421132121066,0.293300308101251,0.235908898689059,0.177369661088624,0.48626610263576,0.225829297704956,0.0527534789349769,0.157915893038302,0.0419769155676359,0.5639
"Richmond upon Thames","London",0.481197950032031,0.321428571428571,0.0961883408071749,0.101185137732223,0.476039651218788,0.118148798489709,0.309892061235515,0.0465744717211433,0.0473270701750983,0.3071
"Richmondshire","Yorkshire and The Humber",0.218181818181818,0.347126436781609,0.241727621037966,0.192964123998607,0.513787292357266,0.131928369043871,0.064167854960277,0.151743550806496,0.0428341265578992,0.5678
"Rochdale","North West",0.144251854967106,0.278109886148578,0.222115413499955,0.355522845384361,0.181019070321812,0.44575813042738,0.0667674101821897,0.256959816107611,0.0265196662693683,0.6007
"Rochford","East",0.230375953105029,0.375291991714046,0.236502269822381,0.157829785358544,0.53404806855813,0.144341463096748,0.030929776573582,0.220135401383974,0.0320106261478924,0.6661
"Rossendale","North West",0.201726631712168,0.294747785210631,0.240643644910504,0.262881938166697,0.442715151951737,0.361922585340594,0.0170096531002699,0.151616738551464,0.0221012374946589,0.6068
"Rother","South East",0.22369456292186,0.323118969729595,0.240424034121496,0.212762433227049,0.527938072225931,0.181874364876951,0.0674579274398967,0.174319527938412,0.0484101075188092,0.5853
"Rotherham","Yorkshire and The Humber",0.143977483528433,0.266372417322331,0.25548519158191,0.334164907567326,0.174124045964559,0.501894410187021,0.0335302090136587,0.278465312377454,NA,0.6789
"Rugby","West Midlands",0.251781936533767,0.284654190398698,0.212074857607811,0.251489015459723,0.500575519445351,0.26584759096775,0.0613916044436096,0.13688247274569,0.0300822740333465,0.567
"Runnymede","South East",0.291547878584605,0.367348650008385,0.190801609927889,0.150301861479121,0.59739870534644,0.155178614241189,0.0671701430512267,0.138875569407816,0.0413769679533285,0.5426
"Rushcliffe","East Midlands",0.39189065223374,0.317830168486072,0.151209369171024,0.139069810109164,0.521639631796697,0.257058756910977,0.0497925577992891,0.109441371808077,0.0604174693472549,0.4245
"Rushmoor","South East",0.225269242679696,0.339572652513505,0.233768021195334,0.201390083611465,0.505921066874499,0.183325756099673,0.0882422982832153,0.178671169708385,0.0438397090342274,0.5821
"Rutland","East Midlands",0.318971577784473,0.310836597368685,0.196946871547655,0.173244953299186,0.556434628133985,0.153526363020347,0.080709851107082,0.15892899657528,0.0425800780176913,0.5057
"Ryedale","Yorkshire and The Humber",0.214574067738625,0.262606910708177,0.287444406431748,0.235374615121451,0.526019287692161,0.15447340781056,0.08981189725962,0.149049937935644,0.0459085266876731,0.5526
"Salford","North West",0.167936456475928,0.326707981595321,0.189907353142886,0.315448208785865,0.242171411254428,0.482718523435212,0.0310325195496256,0.180011183215702,0.041066119611847,0.5681
"Sandwell","West Midlands",0.112780619888362,0.266232397101417,0.248343746185345,0.372643236824875,0.25698250776593,0.496909385564351,0.0193161216235109,0.202377841289237,0.0244141437569714,0.6672
"Scarborough","Yorkshire and The Humber",0.153263867606497,0.27833282255593,0.255010726325467,0.313392583512105,0.442425088193975,0.285265450094516,0.0502592809658242,0.168496226242246,0.0457853800464711,0.6199
"Sedgemoor","South West",0.186913654018524,0.26689572751718,0.262533612190021,0.283657006274275,0.460187264371707,0.134192093610081,0.202108087903956,0.156334070768341,0.0455664605357834,0.612
"Sefton","North West",0.189020438683948,0.331081754735793,0.203838484546361,0.276059322033898,0.220446360125548,0.495002675846508,0.120890406005467,0.124557038922719,0.0283133488580644,0.4813
"Selby","Yorkshire and The Humber",0.230211030046285,0.297795559739547,0.249117439397505,0.222875970816663,0.525054920081812,0.26831300659041,0.0363608817513825,0.139932580865086,0.0277441102946746,0.5917
"Sevenoaks","South East",0.324481529981423,0.316776806651034,0.197064287236958,0.161677376130584,0.568954899830649,0.136352926258153,0.0747168099326407,0.176126020318324,0.0436604363174205,0.5438
"Sheffield","Yorkshire and The Humber",0.20776012879303,0.318524459633033,0.196362875525256,0.277352536048681,0.154103757616963,0.47829649843663,0.147026437010612,0.153699519596328,NA,0.5099
"Shepway","South East",0.182110485056345,0.317399559039686,0.237016168544831,0.263473787359138,0.478512997636793,0.144319214688238,0.0887475004544628,0.227704053808398,0.0537356844210144,0.6225
"Shropshire","West Midlands",0.227150249720966,0.284208390173508,0.257308425123169,0.231332934982356,0.502283566926018,0.206243601787957,0.0876032671930573,0.157150510997656,0.0462071597964293,0.5687
"Slough","South East",0.18612941811103,0.295705607805427,0.226094706475596,0.292070267607946,0.351340902197148,0.463959605053792,0.0300179793046146,0.12812682053237,0.0259532027765485,0.5433
"Solihull","West Midlands",0.285938151204468,0.314895390514295,0.184612819871635,0.214553638409602,0.519146598126315,0.146104561285877,0.155445046655864,0.142193291240618,0.0354063064573206,0.5616
"South Bucks","South East",0.379630134744422,0.334133435164475,0.169657956467187,0.116578473623916,0.632413520681677,0.114252393582003,0.0738671632526381,0.137501645881534,0.0419652766021481,0.507
"South Cambridgeshire","East",0.390438247011952,0.285236198064883,0.183585657370518,0.140739897552647,0.503078518613565,0.168850861257659,0.167330006300983,0.101662512944521,0.0590781008832729,0.3977
"South Derbyshire","East Midlands",0.235982894379582,0.291033125169699,0.236661688840619,0.2363222916101,0.493794570741894,0.267818446869706,0.0371734762223711,0.177258579252197,0.0239549269138332,0.6035
"South Gloucestershire","South West",0.25850512524866,0.326976926878096,0.230085019576042,0.184432928297201,0.45334577080304,0.213332327361519,0.163495569151417,0.133885703311476,0.0339035364481879,0.5268
"South Hams","South West",0.273479502688172,0.301453293010753,0.240465389784946,0.184601814516129,0.54450126009018,0.143401939277385,0.0890707754866211,0.142857219700934,0.0801688054448801,0.4715
"South Holland","East Midlands",0.145732917493621,0.262343553809389,0.276033861233748,0.315889667463243,0.595504704615197,0.124413193244864,0.0297925091958461,0.218180340195501,0.0321092527485927,0.7359
"South Kesteven","East Midlands",0.232112593029254,0.294107533220347,0.233168766732985,0.240611107017415,0.538604382039372,0.16503378281024,0.0573040711849434,0.176925657813384,NA,0.5993
"South Lakeland","North West",0.249668435013263,0.27393899204244,0.264688328912467,0.21170424403183,0.345355833855129,0.121868633063049,0.425670538806431,0.0720452571500292,0.0345102813128769,0.4714
"South Norfolk","East",0.249908894682253,0.30448798811426,0.245900260701371,0.199702856502116,0.528295595661465,0.191238619067601,0.0810747684794333,0.144042041947138,0.0552344481507516,0.5169
"South Northamptonshire","East Midlands",0.313046890327644,0.322856582303316,0.213066509711595,0.151030017657446,0.59927585191795,0.168921308946001,0.0577417362310759,0.13737442874806,0.0366866741569137,0.5434
"South Oxfordshire","South East",0.360933412758022,0.300354821164953,0.189583279376344,0.149128486700681,0.568837709545606,0.135945761027703,0.117904276137815,0.113720859523878,0.0635913937649981,0.4502
"South Ribble","North West",0.226086696024685,0.331565860819029,0.233156586081903,0.209190857074384,0.472221482274695,0.305525580257008,0.0472623713684029,0.147035337969652,NA,0.5856
"South Somerset","South West",0.209980986562413,0.275694845008439,0.273985771966929,0.240338396462219,0.46245485701353,0.0719368105428997,0.282008796310655,0.124416828490299,0.0570105055274317,0.5725
"South Staffordshire","West Midlands",0.246956983184637,0.324035687041889,0.241086531126662,0.187920798646811,0.580016448726869,0.198195237332728,0.0289930301807308,0.161792153605623,0.0264733229412708,0.6485
"South Tyneside","North East",0.136791769308796,0.285631481979837,0.230194381766618,0.347382366944749,0.16817821924948,0.532710292798229,0.0242443898263477,0.209263183172322,0.0396864971870216,0.6205
"Southampton","South East",0.188697119127952,0.322034778094991,0.2042953542694,0.284972748507656,0.39721088464333,0.348915986726081,0.0620161750384665,0.128473907979726,0.0498226303981321,0.538
"Southend-on-Sea","East",0.199289631565387,0.348743052743936,0.213276160329788,0.238691155360889,0.482755778288632,0.212094118525464,0.0658465089048589,0.18887495300056,0.0484041960949126,0.5808
"Southwark","London",0.301437926016696,0.328521099793214,0.135368001838094,0.234672972351995,0.13892094276185,0.53297977092358,0.182835582645061,0.0517164494700699,0.0733966518494219,0.2719
"Spelthorne","South East",0.243633187772926,0.37907423580786,0.213659388646288,0.163633187772926,0.496872389412987,0.185700605146804,0.0644471158744066,0.208520956009699,0.0351270400782412,0.603
"St Edmundsbury","East",0.217574648848098,0.31121515611919,0.232209853958017,0.239000341074695,0.529652827645091,0.176798233592346,0.0566511354697618,0.177802013075104,0.0589587111161801,0.5662
"St Helens","North West",0.158612712517901,0.28079903058789,0.226398119928028,0.334190136966181,0.179704253950264,0.582826382707916,0.0497777994470201,0.145940098485192,0.0417514654096082,0.5802
"Stafford","West Midlands",0.260348583877996,0.329812028170441,0.197725084865988,0.212114303085575,0.509538713182233,0.257813447200738,0.0377146545091203,0.142361534294938,0.0272188872528926,0.5599
"Staffordshire Moorlands","West Midlands",0.200915155960739,0.284257221698278,0.274127632819868,0.240699989521115,0.519778633114085,0.255412303751873,0.0439977520887158,0.150153826485383,0.0279606051710072,0.6473
"Stockport","North West",0.257981333150772,0.327651126172383,0.196058967161863,0.218308573514981,0.359861950315336,0.285611143277663,0.209424215605569,0.11621410447965,NA,0.4767
"Stockton-on-Tees","North East",0.180825386108532,0.294370832981686,0.219596590429572,0.305207190480209,0.386240259171701,0.422587776902198,0.0246256895193065,0.14294939147185,NA,0.6173
"Stoke-on-Trent","West Midlands",0.107133592736706,0.261033907726515,0.244172688530665,0.387659811006115,0.279422516909607,0.394502767738229,0.0346734334846607,0.227508390947449,0.0298877205221424,0.6936
"Stratford-on-Avon","West Midlands",0.323252126279371,0.303906587862188,0.200634279948104,0.172207005910336,0.57858743583092,0.136274257539706,0.114715059804775,0.126513986106887,0.0410009449956222,0.5156
"Stroud","South West",0.290105351370765,0.27921106189393,0.235244822219562,0.195438764515743,0.469246718434196,0.345868040942569,0.0510936105996577,0.0829659571354416,0.0457644605681336,0.4539
"Suffolk Coastal","East",0.259415305245056,0.314101461736887,0.224935511607911,0.201547721410146,0.531529252209222,0.182511186603332,0.078495486191268,0.15032384091786,0.0562375962463921,0.53
"Sunderland","North East",0.12854708284247,0.297228671752582,0.222701330191808,0.351522915213139,0.203543588521633,0.533197739728359,0.0245855601320761,0.200820369676958,0.0331211491983525,0.6134
"Surrey Heath","South East",0.361292945720675,0.344419597479162,0.171254319983737,0.123033136816426,0.598592713710937,0.112068490382319,0.0907019896750014,0.142896511179291,0.0440925208061583,0.5098
"Sutton","London",0.25007497251008,0.358918396587918,0.210606111092599,0.180400519809403,0.367368075637318,0.130191349289362,0.342644434873562,0.127053467052237,0.0260772370229086,0.5372
"Swale","South East",0.170799439679536,0.300975645720184,0.254183971885675,0.274040942714605,0.505185590139348,0.188511322359225,0.0391311316623564,0.233516683687179,0.0271453687975861,0.6246
"Swansea","Wales",0.182950819672131,0.334439611910338,0.193362328537973,0.289247239879558,0.259432270559122,0.435830075673349,0.0548900763906323,0.137144496646702,NA,0.5151
"Swindon","South West",0.219309509038708,0.303132168568667,0.215832527808636,0.261725794583989,0.483444165312054,0.31033939214817,0.034687946406581,0.137244470715728,0.0342840254174671,0.5466
"Tameside","North West",0.137418677859391,0.302651276670164,0.24507869884575,0.314851346624694,0.25296252168499,0.480178990534772,0.0270615355750395,0.196876518871264,0.0413793676877405,0.6114
"Tamworth","West Midlands",0.15648033126294,0.298592132505176,0.242608695652174,0.30231884057971,0.500402764234536,0.260821639038453,0.0302497138254123,0.184995972357655,0.0235299105439437,0.6747
"Tandridge","South East",0.324213464140731,0.350346752368065,0.193504736129905,0.131935047361299,0.57414042029838,0.11812202556013,0.0924905976507495,0.170276099317327,0.0384827905816088,0.5284
"Taunton Deane","South West",0.221271768457199,0.311442236938926,0.229028697571744,0.238257297032131,0.481092473266882,0.0923696166669546,0.213484892981153,0.119560523088085,0.0454333442741894,0.5292
"Teignbridge","South West",0.227847388427425,0.306940729269323,0.243643530902436,0.221568351400817,0.489168754026605,0.108150605486633,0.200273592808415,0.136963037973956,0.0602699192679076,0.539
"Telford & Wrekin","West Midlands",0.179856398926937,0.283000631213508,0.229446110146757,0.307696859712798,0.444770721760282,0.321200131268282,0.03262369352404,0.174233226057645,0.0271722273897506,0.6322
"Tendring","East",0.141394260180334,0.286538819586669,0.265207330372104,0.306859589860893,0.422147111411169,0.16450255623686,0.0397938672918308,0.340194732117173,0.0333617329429677,0.695
"Test Valley","South East",0.300175953079179,0.312199413489736,0.204310850439883,0.183313782991202,0.561209542979028,0.125640169180009,0.136774825800169,0.129782604153065,0.0465928578877291,0.5194
"Tewkesbury","South West",0.267865224009545,0.33011066770889,0.213518739457769,0.188505368823796,0.541320496946322,0.153245727919073,0.133524843887273,0.131280978160844,0.0406279530864873,0.5325
"Thanet","South East",0.158820626696274,0.293831729583025,0.235948679990131,0.31139896373057,0.422378138281875,0.215353545411025,0.0249586725217202,0.298924673202505,0.027365488450172,0.6385
"Three Rivers","East",0.330996884735203,0.329906542056075,0.189563862928349,0.149532710280374,0.521471875934695,0.197097949463047,0.133063528310778,0.106249351010478,0.0385213109239981,0.5127
"Thurrock","East",0.150090933240697,0.318205039131945,0.256390869893945,0.275313157733412,0.363911655391978,0.305344320652319,0.0176670145560919,0.302670201957764,NA,0.7228
"Tonbridge & Malling","South East",0.278043061790524,0.32628027335373,0.212964286735482,0.182712378120264,0.569521563267657,0.166781157773652,0.0584340902363983,0.164519441121377,0.0391472705030278,0.557
"Torbay","South West",0.148369244959135,0.298506315492813,0.244959135046501,0.30816530450155,0.441797860131144,0.0982295141359798,0.269887889137594,0.137541639104207,0.0525430974910748,0.6316
"Torfaen","Wales",0.146543577814931,0.276041288071527,0.243657774224031,0.333757359889511,0.265368745821813,0.423702983009771,0.0359381616777933,0.178927593945224,0.0215343953470712,0.5978
"Torridge","South West",0.15183531205751,0.250408452238318,0.328177758414116,0.269578477290056,0.508518309062633,0.106302134879118,0.132245864555351,0.183285027569631,0.0696486639332674,0.6083
"Tower Hamlets","London",0.330772641614012,0.303780068728522,0.0978051213834386,0.267642168274027,0.202293013234842,0.598963142505386,0.043705755617113,0.0610476300400123,0.0708775777162204,0.3254
"Trafford","North West",0.300758972599803,0.328387862155711,0.167074024841702,0.203779140402784,0.391426986731391,0.405885537839102,0.0561869876411083,0.100342846312546,0.0424727294641778,0.4231
"Tunbridge Wells","South East",0.32573402417962,0.313644214162349,0.185578583765112,0.175043177892919,0.575866101960429,0.139023259251217,0.0974359726578523,0.128730422229161,0.0497229211910106,0.4511
"Uttlesford","East",0.325585505965532,0.325806451612903,0.205877154220062,0.142730888201502,0.571999374598266,0.117975088164272,0.105606031652277,0.137848965481299,0.0377673158105033,0.5068
"Vale of Glamorgan","Wales",0.234665900723294,0.331958116823772,0.209676998198292,0.223698984254641,0.420674448937135,0.347083869663322,0.0304976211302114,0.113327215227843,0.0240247240828148,0.4927
"Vale of White Horse","South East",0.360664040517726,0.29206527855937,0.190770962296005,0.156499718626899,0.497720010881979,0.144820492569638,0.204287785141179,0.0990935764579015,0.0476808692583939,0.433
"Wakefield","Yorkshire and The Humber",0.148531281235141,0.270308299934982,0.242768003571117,0.33839241525876,0.272067042035118,0.478441804255987,0.0315374178997237,0.196077735107656,NA,0.6636
"Walsall","West Midlands",0.139517199603037,0.259559989173723,0.257033857892227,0.343888953331013,0.395391915552285,0.363427981763895,0.0240723354225346,0.18957598518105,0.0211795951855329,0.6786
"Waltham Forest","London",0.207749702175685,0.331456517650009,0.190268982381341,0.270524797792965,0.266044321602053,0.534280778526308,0.0494091287968538,0.0805256714746076,0.0598683209999063,0.409
"Wandsworth","London",0.432880952593958,0.319693323432845,0.0989989175068662,0.148426806466331,0.489702998513975,0.386047647805229,0.0479395818772774,0.0346874936385905,0.0403737455300496,0.2497
"Warrington","North West",0.250242483026188,0.314649103595006,0.194111573480179,0.240996839898626,0.369612110105754,0.428530523422288,0.0497842935135342,0.12089107776887,0.0289103959073035,0.5427
"Warwick","West Midlands",0.357128082553837,0.315207648640574,0.154052998092436,0.173611270713153,0.512287312455066,0.287058695050073,0.0657677063257059,0.0919614948960556,0.0396325510471964,0.4122
